Codigo;Data Nasc;Bairro;Cidade;Sexo
0086885;;PINA;RECIFE;
0064837;;BARRA;JABOATÃO DOS GUARARAPES;M
0217069;;CORDEIRO;RECIFE;M
0074810;;CARNAUBEIRA;PENHA;M
0208833;;IPSEP;RECIFE;M
0092711;;CORDEIRO;RECIFE;M
0186929;;CORDEIRO;RECIFE;M
0061424;;ALDEIA;CAMARAGIBE;M
0186945;;CORDEIRO;RECIFE;M
0098679;;AREIAS;RECIFE;M
0186971;;MADALENA;RECIFE;M
0057178;;CORDEIRO;RECIFE;M
0039416;;CORDEIRO;RECIFE;M
0030676;;CORDEIRO;RECIFE;M
0187038;;;BAIRRO NOVO DO CARME CAMARAGIBE;M
0217166;;TOTÓ;RECIFE;M
0187062;;CORDEIRO;RECIFE;M
0217174;;ÁGUA FRIA;RECIFE;M
0187089;;MURIBECA;JABOATÃO DOS GUARARAPES;M
0093288;;COHAB;RECIFE;M
0217190;;AREIAS;RECIFE;F
0033293;;MANGUEIRA;RECIFE;M
0067524;;JARDIM SAO PAULO;RECIFE;M
0107019;;ALDEIA;CAMARAGIBE;M
0022801;;;LOTAMENTO GRANDE REC JABOATÃO DOS GUARARAPES;M
0224723;;CORDEIRO;PAUDALHO;M
0019570;;IPUTINGA;RECIFE;M
0055411;;ENGENHO DO MEIO;RECIFE;M
0154318;;PRADO;RECIFE;M
0187186;;CORDEIRO;RECIFE;
0217271;;BEBERIBE;RECIFE;M
0101006;;CURADO III;JABOATÃO DOS GUARARAPES;M
0187208;;CORDEIRO;RECIFE;F
0035038;;IMBIRIBEIRA;RECIFE;M
0187232;;CORDEIRO;RECIFE;M
0217328;;CORDEIRO;RECIFE;M
0187267;;MADALENA;RECIFE;M
0217352;;CORDEIRO;RECIFE;M
0217360;;CAMPINA DO BARRETO;RECIFE;M
0187305;;CORDEIRO;RECIFE;M
0002895; 15/03/2004;NOVA MORADAI CAXANGA PAULIST;0002895 15/03/2004 NOVA MORADAI CAXANGA PAULISTA;M
0224741;;CAJUEIRO;RECIFE;M
0057312;;CORDEIRO;RECIFE;M
0099146;;AREIAS;RECIFE;M
0187380;;CORDEIRO;RECIFE;M
0066401;;IPUTINGA;RECIFE;M
0111270;;VARZEA;RECIFE;F
0187410;;CORDEIRO;RECIFE;
0217425;;CORDEIRO;RECIFE;M
0187429;;AFOGADOS;RECIFE;M
0066068;;CENTRO;GOIANA;M
0226459;;CORDEIRO;RECIFE;M
0224758;;BONGI;RECIFE;M
0065302;;MURIBARA;SÃO LOURENÇO DA MATA;M
0115814;;JARDIM PAULISTA;PAULISTA;M
0217451;;CORDEIRO;RECIFE;
0187526;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;M
0152803;;COMPORTAS;JABOATÃO DOS GUARARAPES;M
0187550;;CORDEIRO;RECIFE;M
0224774;;CORDEIRO;RECIFE;M
0042461;;CORDEIRO;RECIFE;M
0217492;;CORDEIRO;RECIFE;M
0187593;;BARRA DE JANGADA;JABOATÃO DOS GUARARAPES;M
0187607;;MARACUJA;ESCADA;M
0187623;;ENSEADA DOS CORAIS;CABO DE SANTO AGOSTINHO;M
0224790;;CORDEIRO;RECIFE;M
0187631;;CORDEIRO;RECIFE;F
0098793;;IPUTINGA;RECIFE;F
0187641;;CURADO;JABOATÃO DOS GUARARAPES;M
0080233;;BARO NOVO;CAMARAGIBE;M
0068044;;TABATINGA;CAMARAGIBE;M
0025046;;PRADO;RECIFE;M
0080049;;IPSEP;RECIFE;M
0187712;;BA;SIRINHAÉM;M
0055801;;JORDAO;RECIFE;M
0069879;;PORTO DE GALINHAS;IPOJUCA;M
0113370;;MURIBARA;SÃO LOURENÇO DA MATA;F
0050907;;TORRE;RECIFE;M
0084811;;SOCORRO;JABOATÃO DOS GUARARAPES;M
0035821;;CURADO IV;JABOATÃO DOS GUARARAPES;M
0217591;;CASA FORTE;RECIFE;M
0187836;;CORDEIRO;RECIFE;M
0024109;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;M
0147907;;MANGUEIRA;RECIFE;M
0046683;;CENTRO;RIBEIRÃO;M
0056750;;CAJA;VITÓRIA DE SANTO ANTÃO;M
0224855;;PAISSANDU;RECIFE;M
0187925;;;VILA DOS FEROVIARIOS RIBEIRÃO;M
0015904;;CORDEIRO;RECIFE;M
0086071;;JARDIM SAO PAULO;RECIFE;M
0188034;;CORDEIRO;RECIFE;M
0107328;;AFOGADOS;RECIFE;M
0188077;;VÁRZEA;RECIFE;M
0087664;;VARZEA;RECIFE;M
0117671;;IPUTINGA;RECIFE;
0095889;;TORRE;RECIFE;M
0073960;;CENTRO;BARREIROS;M
0188123;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;F
0188751;;CORDEIRO;RECIFE;M
0046294;;PRAZERES;JABOATÃO DOS GUARARAPES;
0046964;;BOA VIAGEM;RECIFE;M
0217700;;CORDEIRO;RECIFE;M
0103115;;AFOGADOS;RECIFE;M
0071221;;AREIAS;RECIFE;M
0025225;;PARATIBE;PAULISTA;
0188220;;CORDEIRO;RECIFE;M
0028948;;JARDIM PRIMAVERA;CAMARAGIBE;M
0096853;;CASA AMARELA;RECIFE;M
0277967;;PORTO DA MADEIRA;RECIFE;M
0062673;;CORDEIRO;RECIFE;M
0188281;;AFOGADOS;RECIFE;M
0045214;;SANTANA;CAMARAGIBE;
0109327;;JARDIM ATLANTICO;OLINDA;F
0129829;;TORRE;RECIFE;
0036096;;JABOATAO;JABOATÃO DOS GUARARAPES;M
0188328;;SAN MARTIN;RECIFE;M
0126761;;CASA AMARELA;RECIFE;F
0188409;;GARAPU;CABO DE SANTO AGOSTINHO;M
0107987;;PINA;RECIFE;M
0118748;;MADALENA;RECIFE;F
0224901;;CORDEIRO;RECIFE;M
0031752;;JORDAO;RECIFE;M
0105230;;TORRE;RECIFE;M
0090472;;NOVO HORIZONTE;CABO DE SANTO AGOSTINHO;F
0188451;;CORDEIRO;RECIFE;M
0217786;;PARATIBE;PAULISTA;M
0051840;;ZUMBI;RECIFE;M
0090640;;IPUTINGA;RECIFE;F
0025900;;MARANGUAPE;PAULISTA;M
0055900;;ALDEIA;CAMARAGIBE;M
0188565;;JORDÃO;RECIFE;M
0224928;;BRASÍLIA TEIMOSA;RECIFE;
0091209;;AFOGADOS;RECIFE;M
0179795;;NOVA DESCOBERTA;RECIFE;M
0188591;;CORDEIRO;RECIFE;M
0108447;;IPSEP;RECIFE;M
0077298;;COHAB;RECIFE;M
0078428;;CORDEIRO;RECIFE;M
0051891;;CORDEIRO;RECIFE;F
0090833;;TORRE;RECIFE;M
0188654;;CORDEIRO;RECIFE;M
0224944;;ENGENHO DO MEIO;RECIFE;M
0112489;;COHAB;RECIFE;
0051105;;NOVA DESCOBERTA;RECIFE;M
0012650;;ARTHUR LUNGDRIG;PAULISTA;M
0064690;;CORDEIRO;RECIFE;M
0224960;;MADALENA;RECIFE;F
0056283;;CENTRO;LIMOEIRO;M
0109888;52221370;;RECIFE;
0026852;;MADALENA;RECIFE;M
0051762;;VISTAALEGRE;JABOATÃO DOS GUARARAPES;M
0051186;;JARDIM SAO PAULO;RECIFE;M
0070676;;PINA;RECIFE;F
0019468;;PARQUE;SÃO LOURENÇO DA MATA;M
0049121;;BOA VIAGEM;RECIFE;M
0217956;;CORDEIRO;MORENO;M
0063248;;CURADO IV;JABOATÃO DOS GUARARAPES;M
0188824;;VÁRZEA;RECIFE;M
0113098;;GRACAS;RECIFE;M
0188832;;PINA;RECIFE;M
0126666;;VARZEA;RECIFE;M
0188492;;CORDEIRO;RECIFE;M
0127228;;DERBY;RECIFE;M
0010378;;TORROES;RECIFE;M
0104445;;BOA VIAGEM;RECIFE;M
0148903;;BOA VIAGEM;RECIFE;M
0018507;;CORDEIRO;RECIFE;M
0089756;;MADALENA;RECIFE;M
0218006;;CORDEIRO;RECIFE;M
0149705;;CORDEIRO;RECIFE;F
0218057;;SUCUPIRA;JABOATÃO DOS GUARARAPES;F
0188956;;CORDEIRO;RECIFE;M
0061662;;BRASILIA TEIMOSA;RECIFE;M
0196894;;IPUTINGA;RECIFE;M
0188980;;MADALENA;RECIFE;M
0189014;;CORDEIRO;RECIFE;M
0225029;;SÃO PEDRO;CAMARAGIBE;M
0218111;;TORRÕES;RECIFE;M
0091788;;PINA;RECIFE;M
0012788;;BOA VIAGEM;RECIFE;M
0056649;;JARDIM BOA SORTE;IGARASSU;M
0020868;;SANTA  MONICA;CAMARAGIBE;M
0118216;;GRACAS;RECIFE;M
0108408;;MADALENA;RECIFE;F
0054858;;TAMARINEIRA;RECIFE;M
0218170;;ZUMBI DO PACHECO;JABOATÃO DOS GUARARAPES;F
0026493;;CORDEIRO;RECIFE;F
0189103;;CORDEIRO;SURUBIM;M
0061289;;CORDEIRO;RECIFE;M
0000004;;CORDEIRO;RECIFE;M
0225061;;CURADO;JABOATÃO DOS GUARARAPES;M
0278009;;BOTAFOGO;RIO DE JANEIRO;
0018895;;CORDEIRO;RECIFE;M
0189162;;CORDEIRO;RECIFE;M
0277991;;SÃO JOSÉ;RECIFE;M
0189170;;NOVA DESCOBERTA;RECIFE;M
0124896; 08/12/1971;FUNDA;IGARASSU;M
0189121;;MUSTARDINHA;RECIFE;M
0205796;;CORDEIRO;RECIFE;M
0225118;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0101653;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0051383;;SAO JOSE;RECIFE;M
0129155;;AFLITOS;RECIFE;M
0189197;;PIEDADE;JABOATÃO DOS GUARARAPES;M
SANTOS ;0023786;IPUTINGA;RECIFE;M
0218324;;CORDEIRO;RECIFE;M
0217301;;CASA FORTE;RECIFE;F
0040515;;PRADO;RECIFE;M
0218359;;IGARAPU;CABO DE SANTO AGOSTINHO;
0112164;;CENTRO;BARREIROS;M
0218383;;ROSARINHO;RECIFE;M
0226939;;CORDEIRO;RECIFE;M
0071787;;IPSEP;RECIFE;M
0030954;;JARDIM SAO PAULO;RECIFE;M
0223018;;PARQUE CAPIBARIBE;SÃO LOURENÇO DA MATA;M
0189235;;PASSARINHO;RECIFE;M
0218421;;CORDEIRO;RECIFE;F
0096233;;SITIO DOS PINTOS;RECIFE;M
0088428;;PINA;RECIFE;M
0189464;;MALHADO;ILHÉUS;
0189261;;SOCORRO;JABOATÃO DOS GUARARAPES;M
0129491;;IMBIRIBEIRA;RECIFE;
0046374;;;CIDADE UNIVERSITARIA RECIFE;M
0118553;;CENTRO;PAUDALHO;M
0125847;;TORROES;RECIFE;M
0060124;;RIO AMBA;ILHA DE ITAMARACÁ;M
0026161;;CORDEIRO;RECIFE;
0218332;;TORRÕES;RECIFE;M
0107624;;;PONTE DOS CARVALHOS  CABO DE SANTO AGOSTINHO;M
0136794;;PRAZERES;JABOATÃO DOS GUARARAPES;F
0094099;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0189332;;SAN MARTIN;RECIFE;M
0121309;;IBURA;RECIFE;M
0189367;;TEJIPIÓ;RECIFE;
0218502;;IPUTINGA;RECIFE;M
0070474;;VASCO DA GAMA;RECIFE;M
0226947;;CORDEIRO;RECIFE;M
0077775;;VARZEA;RECIFE;M
0079285;;CORDEIRO;RECIFE;M
0073457;;SANTO AMARO;RECIFE;M
0014949;;CURADO;RECIFE;M
0036954;;MIRUEIRA;PAULISTA;M
0117413;;BARRA DE JANGADA;JABOATÃO DOS GUARARAPES;M
0024709;;SAO MART;RECIFE;M
0218545;;JARDIM SÃO PAULO;RECIFE;M
0189529;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0020224;;CORDEIRO;RECIFE;M
0189502;;CORDEIRO;ILHA DE ITAMARACÁ;M
0278017;;CORDEIRO;RECIFE;M
0125095;;PEIXINHOS;OLINDA;
0278033;;CORDEIRO;RECIFE;M
0128772;;IBURA;RECIFE;M
0124849;;BOA VIAGEM;RECIFE;M
0040058;;BOA VISTA;RECIFE;
0114758;;;MURIBECA DOS GUARARA JABOATÃO DOS GUARARAPES;M
0020825;;PORTO DE GALINHA;IPOJUCA;M
0218601;;CORDEIRO;RECIFE;M
0189650;;ZUMBI;RECIFE;M
0080841;;SANTO AMARO;RECIFE;F
0189626;;CORDEIRO;RECIFE;M
0189634;;MADALENA;RECIFE;M
0226701;;CORDEIRO;RECIFE;
0225193;;CORDEIRO;RECIFE;
0218626;;SANTA MÔNICA;CAMARAGIBE;M
0089676;;MADALENA;RECIFE;M
0189685;;CORDEIRO;RECIFE;M
0090404;;MANASSU;JABOATÃO DOS GUARARAPES;M
0096303;;VARZEA;RECIFE;F
0218650;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0225207;;CORDEIRO;RECIFE;M
0090009;;APIPUCOS;RECIFE;M
0078271;;VILA DA FABRICA;CAMARAGIBE;
0189715;;ZUMBI DO PACHECO;JABOATÃO DOS GUARARAPES;M
0130740;;APIPUCOS;RECIFE;F
0184942;;CORDEIRO;RECIFE;
0076334;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0051156;;PINA;RECIFE;M
0218669;;CORDEIRO;RECIFE;M
0091098;;SANTA ANA;TIMBAÚBA;
0075676;;JARDIM PRIMAVERA;CAMARAGIBE;M
0105729;;IBURA;RECIFE;M
0074855;;AFOGADOS;RECIFE;
0189820;;JARDIM SÃO PAULO;RECIFE;M
0043224;;CURADO IV;JABOATÃO DOS GUARARAPES;M
0011646;;AFOGADOS;RECIFE;M
0047633;;DOIS IRMAOS;RECIFE;M
0032015;;SAO JOSE;RECIFE;M
0189871;;SANTANA;CAMARAGIBE;M
0189898;;CORDEIRO;RECIFE;M
0057908;;SANTANA;RECIFE;M
0189911;;VÁRZEA;RECIFE;M
0118124;;CORDEIRO;RECIFE;M
0189936;;CORDEIRO;RECIFE;M
0189952;;BOA VISTA;CARUARU;M
0189979;;JARDIM JORDÃO;JABOATÃO DOS GUARARAPES;M
0189987;;CORDEIRO;RECIFE;F
0011350;;CORDEIRO;RECIFE;M
0225258;;JARDIM JORDÃO;JABOATÃO DOS GUARARAPES;
0232432;;AFOGADOS;RECIFE;M
0190020;;ESPINHEIRO;RECIFE;F
0032280;;CURADO IV;JABOATÃO DOS GUARARAPES;M
0009799;;SAN MARTIM;RECIFE;M
0022763;;CAMPO GRANDE;RECIFE;M
0190111;;CORDEIRO;RECIFE;M
0218820;;IMBIRIBEIRA;RECIFE;M
0226564;;JARDIM JORDÃO;JABOATÃO DOS GUARARAPES;M
0125092;;AFOGADOS;RECIFE;M
0034498;;CORDEIRO;RECIFE;M
0190144;;CORDEIRO;RECIFE;M
0190160;;CORDEIRO;RECIFE;M
0218847;;CORDEIRO;RECIFE;F
0190187;;CORDEIRO;RECIFE;
0059300;;;BAIRRO NOVO DO CARME CAMARAGIBE;M
0014455;;CORDEIRO;RECIFE;M
0125157;;MACAXEIRA;RECIFE;M
0030621;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0021862;;AFOGADOS;RECIFE;
0190251;;CURADO;RECIFE;M
0189588;;CORDEIRO;RECIFE;F
0023068;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0278068;;CORDEIRO;RECIFE;M
0218928;;CORDEIRO;RECIFE;M
0190365;;CORDEIRO;RECIFE;M
0041839;;PONTES DO CARVALHO;CABO DE SANTO AGOSTINHO;M
0062000;;VARZEA;RECIFE;M
0007175; 10/10/2006;MACAXEIR;RECIFE;M
0190403;;AFOGADOS;RECIFE;M
0025058;;CURADO;JABOATÃO DOS GUARARAPES;M
0103790;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0154490;;CORDEIRO;RECIFE;M
0190438;;ÁGUA FRIA;RECIFE;M
0218952;;TORROES;RECIFE;M
0016486;;TORROES;RECIFE;M
0064876;;AGUAS CUMPRIDAS;OLINDA;M
0126711;;ALDEIA;CAMARAGIBE;M
0218987;;CORDEIRO;RECIFE;M
0112663;;JARDIM BRASIL;OLINDA;M
0043698;;BRASILIA;ARAPIRACA;M
0030286;;MACAXEIRA;RECIFE;
0190519;;CORDEIRO;RECIFE;
0218995;;CAXANGÁ;RECIFE;M
0190535;;JARDIM JORDÃO;JABOATÃO DOS GUARARAPES;
0159026;;VÁRZEA;RECIFE;M
0061776;;MADALENA;RECIFE;M
0219037;;TORRÕES;RECIFE;F
0014221;;CORDEIRO;RECIFE;M
0219053;;VÁRZEA;RECIFE;M
0219061;;CORDEIRO;RECIFE;M
0065938;;VARZEA;RECIFE;M
0178608;;CORDEIRO;RECIFE;M
0278025;;TORRE;RECIFE;M
0059002;;OURO PRETO;OLINDA;F
0190691;;CORDEIRO;RECIFE;M
0190713;;CORDEIRO;RECIFE;M
0037383;;VISTA ALEGRE;JABOATÃO DOS GUARARAPES;M
0190748;;IBURA;RECIFE;M
0114369;;CASA AMARELA;RECIFE;M
0010794;;BONGI;RECIFE;M
0067033;;CAXANGA;RECIFE;M
0086117;;CORDEIRO;RECIFE;M
0226629;;BOA VIAGEM;RECIFE;M
0190845;;CORDEIRO;RECIFE;M
0041347;;MACAXEIRA;RECIFE;M
0079745;;VARZEA;RECIFE;M
0036157;;PARNAMIRIM;RECIFE;M
0108202;;CURADO II;JABOATÃO DOS GUARARAPES;F
0034549;;CORDEIRO;RECIFE;M
0190616;;MARCOS FREIRE;JABOATÃO DOS GUARARAPES;M
0060962;;TORROES;RECIFE;M
0225347;;BREJO DE BEBERIBE;RECIFE;M
0190993;;CORDEIRO;RECIFE;M
0221619;;CORDEIRO;RECIFE;M
0065150;;IPUTINGA;RECIFE;M
0034041;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0050818;;CORDEIRO;RECIFE;M
0051236;;;PONTE DOS CARVALHOS  CABO DE SANTO AGOSTINHO;M
0028295;;VALE PEDREIRAS;CAMARAGIBE;M
0076752;;CORDEIRO;RECIFE;M
0191043;;IPUTINGA;RECIFE;M
0095164;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0023272;;PRAZERRES;JABOATÃO DOS GUARARAPES;M
0219282;;PRADO;RECIFE;M
0219304;;ENGENHO DO MEIO;RECIFE;M
0191175;;CANDEIAS;JABOATÃO DOS GUARARAPES;F
0191221;;CORDEIRO;RECIFE;M
0095096;;VARZEA;RECIFE;M
0069103;;CORDEIRO;RECIFE;F
0043778;;SANTA MÔNICA;CAMARAGIBE;M
0191264;;OURO PRETO;OLINDA;M
0029776;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0024612;;CORDEIRO;RECIFE;M
0014180;;PIXETE;SÃO LOURENÇO DA MATA;M
0225401;;CAPIBARIBE;SÃO LOURENÇO DA MATA;M
0007605; 19/11/2017;JANG;PAULISTA;F
0027503;;APIPUCUS;RECIFE;M
0094956;;BARRO;RECIFE;M
0034612;;BOA VISTA;RECIFE;M
0191361;;CORDEIRO;RECIFE;M
0090973;;CAPIBARIBE;SÃO LOURENÇO DA MATA;M
0032803;;VARZEA;RECIFE;M
0017417;;ENCRUZILHADA;RECIFE;M
0191426;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0191541;;CALIFONIA;IPOJUCA;M
0219460;;CENTRO;MORENO;M
0028810;;SANTO AMARO;RECIFE;M
0070343;;CASA AMARELA;RECIFE;M
0112664;;SANTO AMARO;RECIFE;M
0219266;;TAMARINEIRA;RECIFE;M
0063970;;CORDEIRO;RECIFE;
0014936;;TAMARINEIRA;RECIFE;M
0085481;;GRACAS;RECIFE;M
0089645;;;CIDADE UNIVERSITARIA RECIFE;M
0062812;;TORRE;RECIFE;M
0127381;;CORDEIRO;RECIFE;M
0026577;;DERBY;RECIFE;M
0109897;;SANTO AMARO;RECIFE;M
0191388;;ENCRUZILHADA;RECIFE;M
0005759; 03/08/2009;CORDEIR;RECIFE;M
0203130;;ENGENHO DO MEIO;RECIFE;F
0191590;;CAJUEIRO SECO;JABOATÃO DOS GUARARAPES;M
0026471;;SAN MARTIN;RECIFE;M
0191418;;VARZEA;RECIFE;
0230405;;CARUARU;ALTINHO;
0086547;;BARRO;RECIFE;M
0115860;;CENTRO;GOIANA;M
0098919;;CORDEIRO;RECIFE;M
0219576;;CORDEIRO;RECIFE;M
0029477;;TORRE;RECIFE;F
0191582;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0108260;;AREIAS;RECIFE;M
0023661;;AFOGADOS;RECIFE;M
0191620;;JAGUARIBE;BRAGANÇA PAULISTA;M
0055242;;AFOGADOS;RECIFE;M
0017844;;ILHA DO LEITE;RECIFE;M
0106216;;JARDIM SAO PAULO;RECIFE;M
0219622;;ENGENHO DO MEIO;RECIFE;M
0091096;;PIXETE;SÃO LOURENÇO DA MATA;M
0041101;;CAVALEIRO;JABOATÃO DOS GUARARAPES;M
0191681;;MURIBECA;JABOATÃO DOS GUARARAPES;M
0219630;;CORDEIRO;RECIFE;M
0118063;;NOVA DESCOBERTA;RECIFE;M
0219665;;CORDEIRO;RECIFE;M
0104651;;IMBIRIBEIRA;RECIFE;M
0022643;;NAZARE;CAMARAGIBE;M
0037451;;GUABIRABA;RECIFE;M
0191787;;CORDEIRO;RECIFE;M
0028649;;IPUTINGA;RECIFE;M
0191817;;CORDEIRO;RECIFE;
0148644;;CORDEIRO;RECIFE;M
0098322;;VARZEA;RECIFE;M
0191833;;JARDIM JORDÃO;JABOATÃO DOS GUARARAPES;M
0191851;;CORDEIRO;RECIFE;M
0191868;;TORRE;RECIFE;
0074755;;SAN MARTIN;RECIFE;M
0191906;;CORDEIRO;RECIFE;M
0088875;;MATRIZ;VITÓRIA DE SANTO ANTÃO;M
0219721;;MARANGUAPE I;PAULISTA;M
0058381;;DOIS IRMAOS;RECIFE;M
0036120;;CORDEIRO;RECIFE;M
0192015;;JANGA;BRAGANÇA PAULISTA;M
0070997;;;CIDADE UNIVERSITARIA RECIFE;
0026936;;IPSEP;RECIFE;F
0029715;;GUABIRABA;RECIFE;M
0192041;;CORDEIRO;RECIFE;M
0099275;;CASA AMARELA;RECIFE;M
0192058;;PASSARINHO;RECIFE;M
0192066;;CORDEIRO;RECIFE;F
0074305;;ENCRUZILHADA;RECIFE;M
0078658;;BAIRRO NOVO;CARPINA;M
0046435;;BREJO GUABIRABA;RECIFE;M
0219835;;ÁGUA FRIA;RECIFE;M
0192201;;CORDEIRO;RECIFE;M
0192211;;CORDEIRO;RECIFE;M
0107875;;BARRA DE JANGADA;JABOATÃO DOS GUARARAPES;M
0037041;;VARZEA;RECIFE;M
0219861;;CORDEIRO;RECIFE;M
0219878;;DOIS CARNEIROS;JABOATÃO DOS GUARARAPES;M
0226696;;BARRA DE JANGADA;JABOATÃO DOS GUARARAPES;M
0219886;;CORDEIRO;RECIFE;M
0071902;;SAO JOSE;RECIFE;M
0192279;;CORDEIRO;RECIFE;M
0044377;;ENGENHO DO MEIO;RECIFE;M
0130519;;AFOGADOS;RECIFE;M
0192287;;JARDIM PRIMAVERA;CAMARAGIBE;M
0192351;;PRAZERES;JABOATÃO DOS GUARARAPES;M
0219932;;CORDEIRO;RECIFE;
0041375;;IBURA;RECIFE;M
0108568;;IPUTINGA;RECIFE;M
0192384;;CORDEIRO;RECIFE;M
0106240;;CENTRO;SÃO LOURENÇO DA MATA;M
0113810;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0219959;;;MARAGOGI;M
0067175;;SAN MARTIN;RECIFE;F
0014885;;IPUTINGA;RECIFE;M
0061751;;ZONA RURAL;BONITO;M
0219967;;JANGA;PAULISTA;F
0225533;;ENGENHO DO MEIO;RECIFE;
0110918;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0033157;;AREIAS;RECIFE;M
0192481;;JANGA;PAULISTA;M
0110234;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0090241;;VARZEA;RECIFE;M
0113517;;SITIO DOS PINTOS;RECIFE;M
0192521;;JARDIM SÃO PAULO;RECIFE;M
0220000;;PIEDADE;JABOATÃO DOS GUARARAPES;F
0225551;;CORDEIRO;RECIFE;M
0098198;;ESPINHEIRO;RECIFE;M
0192589;;CENTRO;CAMPINA GRANDE;M
0220061;;CORDEIRO;RECIFE;M
0018866;;MADALENA;RECIFE;M
0191353;;ITAGIBA;BOM JARDIM;M
0106270;;SITIO DOS PINTOS;RECIFE;M
0113495;;CORDEIRO;RECIFE;
0074702;;TORROES;RECIFE;M
0066664;;ENGENHO DO MEIO;RECIFE;M
0192678;;RENDEIRAS;CARUARU;M
0083311;;CORDEIRO;RECIFE;M
0012290;;CORDEIRO;RECIFE;M
0225568;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0125727;;SANXO;RECIFE;M
0278157;;IPUTINGA;RECIFE;M
0112916;;PIEDADE;JABOATÃO DOS GUARARAPES;M
0232602;;CORDEIRO;RECIFE;M
0127677;;CORDEIRO;RECIFE;M
0031751;;CORDEIRO;RECIFE;M
0220124;;BRASÍLIA TEIMOSA;RECIFE;M
0192732;;CORDEIRO;RECIFE;M
0092099;;BOA VISTA;RECIFE;M
0080425;;TORROES;RECIFE;M
0106086;;CAXANGA;RECIFE;M
0074417;;VILA OPERARIA;ESCADA;M
0013372;;CORDEIRO;RECIFE;M
0099825;;ALBERTO MAIA;CAMARAGIBE;M
0127963;;CENTRO;CAMARAGIBE;M
0015840;;CENTRO;CAMARAGIBE;F
0192783;;CORDEIRO;RECIFE;M
0220167;;SANTANA;RECIFE;
0220175;;NOVA DESCOBERTA;RECIFE;M
0095877;;CANDEIAS;RECIFE;M
0192856;;CORDEIRO;RECIFE;M
0061553;;VARZEA;RECIFE;M
0122689;;PINA;RECIFE;
0059298;;MADALENA;RECIFE;M
0011018; 13/12/2018;IPSE;RECIFE;M
0047942;;IMBIRIBEIRA;RECIFE;M
0128345;;ARRUDA;RECIFE;M
0192971;;GRAÇAS;RECIFE;M
0220345;;CORDEIRO;RECIFE;M
0018718;;CORDEIRO;RECIFE;M
0125380;;CORDEIRO;RECIFE;M
0053740;;JAQUEIRA;RECIFE;M
0230480;;CAXANGÁ;RECIFE;M
0193062;;CORDEIRO;RECIFE;M
0126822;;BOA VISTA;RECIFE;
0220337;;SAN MARTIN;RECIFE;M
0193089;;CORDEIRO;RECIFE;M
0116826;;CENTRO;CAMARAGIBE;M
0193372;;JARDIM BRASIL;OLINDA;M
0012857;;ESTANCIA;RECIFE;M
0045455;;CAXANGA;RECIFE;M
0087491;;TIMBI;CAMARAGIBE;M
0035848;;MADALENA;RECIFE;M
0039478;;VARZEA;RECIFE;M
0193151;;CORDEIRO;RECIFE;M
0098730;;BONFIM;IGARASSU;M
0004976; 30/05/2018;PRAD;RECIFE;M
0121549;;CORDEIRO;RECIFE;M
0278114;;CRISTO REDENTOR;JOÃO PESSOA;M
0061663;;CORDEIRO;RECIFE;M
0193224;;JARDIM SÃO PAULO;RECIFE;F
0225169;;TAMARINEIRA;RECIFE;M
0118287;;CENTRO;SALGADINHO;M
0130960;;AGUA MORNA;EMBU DAS ARTES;
0115737;;VARZEA;RECIFE;M
0050943;;IPUTINGA;RECIFE;F
0116088;;TORRE;RECIFE;M
0079334;;CANDEIAS;JABOATÃO DOS GUARARAPES;M
0117237;;IPUTINGA;RECIFE;M
0045732;;TORRE;RECIFE;M
0042858;;CAXANGA;RECIFE;M
0193364;;CORDEIRO;RECIFE;M
0095526;;TORROES;RECIFE;M
0176427;;CORDEIRO;RECIFE;M
0220442;;CORDEIRO;RECIFE;M
0193348;;CORDEIRO;RECIFE;M
0193429;;CORDEIRO;RECIFE;M
0011858;;CORDEIRO;RECIFE;M
0065093;;FLORIANO;JABOATÃO DOS GUARARAPES;M
0193453;;CORDEIRO;RECIFE;M
0038575;;AFOGADOS;RECIFE;M
0109756;;CURADO III;JABOATÃO DOS GUARARAPES;M
0041417;;JARDIM ATLANTICO;OLINDA;M
0039975;;IPUTINGA;RECIFE;M
0094147;;ZUMBI;RECIFE;F
0056513;;VARZEA;RECIFE;M
